Komentar,Preprocessed Text,Logistic Regression,Lexicon-Based
maaf banh udah ga terima cash kita pake qris https://t.co/B37ctPPG6D,terima cash pake,neutral,positive
wta yg buat qris pake shopee partner ada potongan ga? trus waktu narik duitnya 1×24 jam atau lebih? #zonauang #zonaba #zonajajan,pake partner potong narik duit jam,negative,positive
@fezlixi kadang notifnya suka telat kak. kalau aku langsung cek ke dabis qris. kalau ada transaksi ya masuk kalau nggak ada ya nggak masuk kak,kadang suka telat cek transaksi,negative,positive
yg bunyi appIe pay appIe pay blm aja lu bayar gorengan pake qris,bunyi pay pay bayar goreng pake,neutral,positive
@drunkbitchhh_ kan bisa pake qris,pake,neutral,neutral
"Akhirnya ketemu pedagang yang kalau bayar pakai qris kena tambahan lagi 1000 rupiah, gpp bu daripada mesti bayar pake cash mulu",ketemu dagang bayar tambah rupiah bu mesti bayar pake cash mulu,neutral,positive
Kemarin di alfamart stasiun palmerah ada yang bayar pake qris. Tapi di alfa deket rumah gabisa pake qris bisanya gopay doang,kemarin alfamart stasiun bayar pake alfa deket rumah gabisa pake bisa doang,neutral,positive
"Wta, kenapa gopay kalo aku mau tf pake qris tuh gini mulu ya? #zonauang https://t.co/EuNUKnVS0N",tf pake gin mulu,negative,positive
"@mangapea @filosofitt @m4retha Bedaaa. 1. Di sini ga semua bisa pake hp. Msh ada yg hrs cash. Di bbrp negara LN beli hal ga penting receh2 di jalan bahkan di pasar atau thrift market sekalipun jg bisa. 2. QRIS masih hrs ngescan dulu, lama. Di LN bnrn tinggal tap  sedetik 2 detik. Pake apple watch jg bisa.",beda pake hp hrs cash brp negara ln beli jalan pasar market hrs ln pake,neutral,positive
"@HaloBCA min, mau tanya kemarin bayar lewat QRIS udah kepotong di mutasi, tapi waktu notifikasi transaksi gagal, terus ga masuk ke pihak sananya , harus gimana ya ?",kemarin bayar potong transaksi gagal,negative,positive
@svmmersnow @filosofitt @m4retha T-ta-tapi di jkt skrg kang somay keliling jg pake qris..,jkt kang keliling pake,positive,neutral
"@HaloBCA @CommuterLine udah gw bayar pake @ovo_id , error -5 atau apaan dah, pokoknya abis scan qris muncul error disuruh coba lagi, mau dicoba 69x juga sama gw udah pernah. hampir tiap malem pas abis war tiket commuter selalu error. minimal maintenance pagian kek.",bayar pake eror pokok abis muncul eror suruh coba malem pas abis tiket eror minimal maintenance,negative,positive
"ready bbl langsung proses bisa qris, aman pake akun sendiri full garansi sebulan 🥰 1 ticket = 35.000 2 ticket = 65.000 more info, cek my pinned💗",proses aman pake akun bulan ticket info cek,neutral,positive
"@erenbastard @tanyakanrl 👩🏻 Mb ny b like: - Mnerima SPay, GPay, Ovo &amp  jg Dana kak - Bs Qris Mandiri jg kak - Min sedekah 50rb y kak - Mw skalian Micelar Waterny kak, beli 2, 80K - Okay, total transaksi &amp  sedekah 250K y kak - Kak dpt Cash back utk transaksi slanjutny 20K tp hany brlaku dlm 7hr y",mandiri sedekah beli total transaksi sedekah cash back transaksi,positive,positive
"@timothyronald22 Aduhh.. Uang kertas nyetaknya jg pake listrik. Bank sentral &amp  bank komersil lainnya beroprasi jg pake listrik &amp  internet. Skr justru di bank transaksi yg berkembang pake mobile banking (virtual account, QRis, dll). Skr jg yg berkembang &amp  akan datang mobil listrik",aduh uang kertas pake listrik bank bank pake listrik internet skr bank transaksi kembang pake mobile dl skr kembang mobil listrik,neutral,positive
"Bank Syariah Indonesia (BSI), apresiasi, transaksi cashless, transaksi nontunai, kartu debit, Hasanah Card, QRIS BSI   https://t.co/XRMxyzlcNi",bank syariah indonesia apresiasi transaksi transaksi kartu debit card,neutral,positive
"Akhir2 ini w lebih nyaman kalo butuh naik kendaraan online, lebih enak naik blue bird via apps ketimbang g*jek/g*ab. Asli servicenya lebih enak, kalo ojol kan untung-untungan tuh. Plusnya kalo ga mau pake argo, bisa fixed price. Trus pilihan payment non tunai bisa qris apa aja.",nyaman butuh kendaran online blue via ketimbang asli ojol pake argo price pilih non tunai,neutral,positive
"LinkAja Indonesia Yuk tukarkan poin POWER-mu jadi saldo LinkAja! Bisa dipakai buat apa aja dari beli pulsa, bayar tagihan hingga transaksi di Merchant QRIS. Cek informasi lengkap di tautan https://t.co/hHuZPF0gxG Pede #Apa2Bisa https://t.co/flBIo860f3",indonesia poin pakai beli pulsa bayar tagih transaksi cek informasi lengkap taut pede,neutral,positive
"@wildannovianto1 Halo Bpk Wildan, mohon maaf atas ketidaknyamanannya. Apabila dikenakan biaya pada pembayaran QRIS maka kami persilakan melakukan konfirmasi pada merchant yg menjalankan transaksi tsb ya. Sehat selalu. Tks~Ninis",bpk biaya bayar jalan transaksi sehat,neutral,positive
"Caranya:  - Lakukan minimal 5x transaksi di 3 jenis transaksi berbeda (kecuali QRIS, pembayaran kartu kredit, e-commerce,&amp  transfer)  - Pastikan min. total akumulasi transaksi senilai Rp500.000  Pemenang ditentukan berdasarkan jumlah transaksi terbanyak yg telah memenuhi syarat",laku minimal transaksi jenis transaksi beda kecuali bayar kartu kredit pasti total transaksi nila rp menang tentu dasar transaksi penuh syarat,neutral,positive
setidaknya ak akan pakai design original qris selama seminggu habis tu nanti cari qr deco,ak original habis cari qr,positive,positive
info netflix harian yg bisa bayar pake qris #zonauangᅠ,info hari bayar pake,positive,positive
-ness minta infonya print dai belakang fis bisa bayar pake qris ngga ya? sender lg gaada uang cash🥹,print bayar pake nga sender gada uang cash,neutral,positive
"jajan pas jalan2 di IIMS Surabaya gatakut beli banyak, kan kalo bayar pake Danamon QRIS D-Bank Pro bisa dapet cashback 100% https://t.co/8hf1z9wlWf https://t.co/4N8H3XdD6G",jajan pas jalan surabaya beli bayar pake pro dapet,positive,positive
yuk jalan jalan ke IIMS Surabaya dapet diskon 100% kalo pake Danamon Qris https://t.co/7amjvGdrpM,jalan surabaya dapet diskon pake,positive,positive
"seneng banget jalan2 ke IIMS Surabaya bisa dapet Cashback 100% transaksi F&amp B pake Danamon QRIS D-Bank PRO, buruan deh kesana ajak pacar atau temen kalian https://t.co/4euuNUbn1t https://t.co/tcuvaaNkCr",neng banget jalan surabaya dapet transaksi pake pro buru kesana ajak temen,positive,positive
"abis gajian gini emang paling enak ngajak temen buat makan makan di IIMS Surabaya, ditambah kalau bayar pakai Danamon QRIS D-Bank PRO bisa dapet cashback juga loh 100% https://t.co/BzjI6llRiy https://t.co/jvEnFGLrqh",abis gaji gin emang temen makan surabaya tambah bayar pro dapet,positive,positive
"wuuuuhuuu makan, minum mewah. mau traktir ayang juga ga perlu khawatir lagi transaksi pake Qris D-Bank PRO Danamon ada cash back 100% hingga 75.000 https://t.co/YaDRzsv1cj https://t.co/7NewbwKWzn",makan minum mewah khawatir transaksi pake pro cash back,positive,positive
"gajian nih bentar lagi, mau traktir keluarga makan di IIMS Surabaya deh tapi tetep bisa hemat pakai Danamon QRIS D-Bank PRO bisa dapet cashback 100% https://t.co/1C6tehIuSM",gaji bentar keluarga makan surabaya tetep hemat pro dapet,positive,positive
Hayo siapa aja nih fansnya Mas Rizki Febrian yuk gasin nonton di IIMS Infinite Live diskon 50% tiket bundle masuk IIMS Surabaya loh! Caranya kita tinggal transaksi pake Danamon QRIS D-Bank PRO dari 100rb jadi 50rb beli tiketnya on the spot di tiket box  https://t.co/8vC9WNhfoW https://t.co/GLn50cNoS7,gasin nonton diskon tiket surabaya transaksi pake pro beli tiket tiket,positive,positive
"nah, beli tiket masuk IIMS Surabaya pake Danamon QRIS D-Bank Pro juga dapet diskon looh, cek disini deh https://t.co/8hf1z9wlWf https://t.co/Fmxt6jMyzj",beli tiket surabaya pake pro dapet diskon cek,positive,positive
"Konser IIMS Infinite Live katanya ada Kahitna sama Rizky Febian ya? Terus juga katanya ada diskon 50% buat tiket masuk IIMS Surabaya yang bayarnya pake QRIS D-Bank PRO dari 100rb jadi 50rb, fixlah jadi lebih hemat https://t.co/kVnqvkelVW https://t.co/NCjAJZcX6c",konser diskon tiket surabaya bayar pake pro hemat,positive,positive
aaa keren IIMS Infinite Live lg ada diskon 50% tiket bundle masuk IIMS Surabaya! bikin gampang transaksi pake Danamon QRIS D-Bank PRO dari 100rb jadi 50rb beli tiketnya on the spot di tiket box  https://t.co/UF5sihyHf5 https://t.co/qIRVYnBiZE,keren diskon tiket surabaya gampang transaksi pake pro beli tiket tiket,positive,positive
Yes ada idolaku Mas Rizki Febrian di IIMS Infinite Live ada diskon 50% tiket bundle masuk IIMS Surabaya juga! Transaksi pake Danamon QRIS langsung gass aja nih  https://t.co/FuXS6vsK1V https://t.co/6IqRnTOIjI,diskon tiket surabaya transaksi pake gas,positive,positive
"Weekend galau, pas banget ada konser IIMS Infinite Live jadi bisa nyanyi bareng Kahitna beli tiket bundle promo diskon spesial 50% IIMS Surabaya pake Danamon QRIS di D-Bank PRO dari 100rb jadi 50rb beli tiketnya juga on the spot di tiket box https://t.co/mCvk3ao31E https://t.co/7uNjb3mqHC",galau pas banget konser nyanyi bareng beli tiket promo diskon surabaya pake pro beli tiket tiket,positive,positive
"Ada Kahitna di konser IIMS Infinite Live, ada diskon 50% tiket bundle masuk IIMS Surabaya bayarnya pake QRIS D-Bank PRO dari 100rb jadi 50rb beli tiketnya on the spot di tiket box, bisa traktir teman satu geng menggalau bersama! https://t.co/lUOkEwxRT4 https://t.co/CavFtDBSTx",konser diskon tiket surabaya bayar pake pro beli tiket tiket teman,positive,positive
"arek-arek Suroboyo nih bisa nonton konser tetep hemat pake QRIS D-Bank PRO Danamon, diskon sampai 50% kapan lagi nonton konser tetep hemat pake Danamon https://t.co/YaDRzsv1cj https://t.co/7eUJHleYHv",suroboyo nonton konser tetep hemat pake pro diskon nonton konser tetep hemat pake,neutral,positive
siapa mau ikut aku ke IIMS Surabaya mau aku traktir makan soalnya pakai Danamon QRIS D-Bank PRO bisa dapet cashback 100% mantap banget kan guys https://t.co/hgJAWoA78A https://t.co/RVz8JpsTQ0,surabaya makan pro dapet mantap banget,positive,positive
"Kalau kayak gini gimana nggak bikin galau IIMS Infinite Live, ada diskon 50% tiket bundle masuk IIMS Surabaya juga! Transaksi menggunakan Danamon QRIS D-Bank PRO dari 100rb jadi 50rb beli tiketnya on the spot di tiket box https://t.co/bfcTqnoUOd https://t.co/bb18z3107P",gin galau diskon tiket surabaya transaksi pro beli tiket tiket,positive,positive
"beli tiket bundle promo spesial diskon 50% IIMS Surabaya pake Danamon QRIS di D-Bank PRO dari 100rb jadi 50rb beli tiketnya on the spot di tiket box, lumayan lah bisa hemat 50% https://t.co/HyHOrheV9r https://t.co/d9gaC8FgfE",beli tiket promo diskon surabaya pake pro beli tiket tiket hemat,positive,positive
"https://t.co/n6X2H9vdAC Ada Kahitna di konser IIMS Infinite Live, plus diskon 50% tiket bundle masuk IIMS Surabaya bayarnya pake QRIS D-Bank PRO dari 100rb jadi 50rb beli tiketnya on the spot di tiket box, yuk buruannnnn https://t.co/IagkeLUEL7",konser plus diskon tiket surabaya bayar pake pro beli tiket tiket buru,positive,positive
pas banget ada konser IIMS Infinite Live jadi bisa nonton Kahitna pake promo spesial diskon 50% IIMS Surabaya pake Danamon QRIS di D-Bank PRO dari 100rb jadi 50rb beli tiketnya on the spot di tiket box! https://t.co/QLGATDpY4i,pas banget konser nonton pake promo diskon surabaya pake pro beli tiket tiket,positive,positive
"Kalian udah tau ga kalau di IIMS Infinite Live ada diskon 50% tiket bundle masuk IIMS Surabaya juga? Cukup transaksi pake Danamon QRIS D-Bank PRO dari 100rb jadi 50rb beli tiketnya on the spot di tiket box https://t.co/Er8uxa3iO6, yuk gas berangkat https://t.co/QhV5u8i8N9",diskon tiket surabaya transaksi pake pro beli tiket tiket gas berangkat,positive,positive
AAAAA bakal ketemu rizki febian sama kahitna di konser IIMS Infinite Live diskon 50% pula kalo bayar pake QRIS D-Bank PRO  bisa menggalau sama tmn2 si ini https://t.co/2J5B6FSVYV https://t.co/QPqideC2gB,ketemu konser diskon bayar pake pro tmn,neutral,positive
"akhir bulan gini mau jalan-jalan mana belum gajian lagi, beruntung bngt ada Danamon, jadi transaksi F&amp B di sana dapet Cashback 100% pake QRIS D-Bank PRO https://t.co/mtxspRy6sG https://t.co/IUkeUNfivT",gin gaji untung bngt transaksi dapet pake pro,positive,positive
"Yang lagi ada janji utk traktir teman bisa nih  ke  IIMS Infinite Live, ada diskon 50% tiket bundle masuk IIMS Surabaya juga! Transaksi pake Danamon QRIS D-Bank PRO dari 100rb jadi 50rb beli tiketnya on the spot di tiket box yah https://t.co/2zJf822EpV",janji teman diskon tiket surabaya transaksi pake pro beli tiket tiket,positive,positive
Kl mo sama konsernya pake qris danamon diskon juga loh 50% https://t.co/2nWrjhOEhv https://t.co/b9es02aHlE,pake diskon,positive,positive
Motor show Surabaya pake Danamon bisa dapet cashback hingga 100% loh pake qris https://t.co/9kc3lxZz0B https://t.co/KhsgNybJcX,motor show surabaya pake dapet pake,negative,positive
"serbu konser IIMS Infinite Live! diskon 50% tiket bundle bayar pake QRIS D-Bank PRO, dari 100rb jadi 50rb. beli tiket on the spot di tiket box. ajak teman-teman, bikin geng menggalau bersama! https://t.co/Aok0PCMjzH https://t.co/QvA5kGMoIu",serbu konser diskon tiket bayar pake pro beli tiket tiket ajak,neutral,positive
"Lagi persiapan buat ke IIMS Surabaya dapet Cashback 100% transaksi F&amp B pake Danamon QRIS D-Bank PRO, mau ajak anak dan istri Doong  https://t.co/d4TS0zK7GN https://t.co/rpl1WfiIP1",siap surabaya dapet transaksi pake pro ajak anak istri,neutral,positive
"Jalan jalan ke IIMS Surabaya bisa dapetin Cashback 100% transaksi F&amp B pake Danamon QRIS D-Bank PRO, minggu depan bisa ajak keluarga jalan jalan nih! https://t.co/tP8pKzgWj5 https://t.co/l7RlPCDSNQ",jalan surabaya dapetin transaksi pake pro ajak keluarga jalan,neutral,positive
wtt need dana 1k tuker pake qris yg bisa sekarang #zonauang,tuker pake,neutral,positive
"Pengen bangettt ketemu Kahitna! Langsung cuss karna ada di konser IIMS Infinite Live, ada diskon 50% tiket bundle masuk IIMS Surabaya bayarnya pake QRIS D-Bank PRO dari 100rb jadi 50rb beli tiketnya on the spot di tiket box, bisa galau bareng besti deh! https://t.co/ESETFnoUBS https://t.co/dJWE7lZydm",ken banget ketemu cus karna konser diskon tiket surabaya bayar pake pro beli tiket tiket galau bareng,positive,positive
Jalan ke IIMS Surabaya dapet Cashback 100% transaksi F&amp B pake Danamon QRIS D-Bank PRO. Don't miss it guys!   https://t.co/lUOkEwxRT4 https://t.co/E8k873b0rW,jalan surabaya dapet transaksi pake pro,positive,positive
"di hari weekend nanti mau ngajak keluarga ke konser IIMS Infinite Live, ada diskon tiket bundle masuk IIMS Surabaya juga loh 50%, bisa pake Danamon QRIS D-Bank PRO dari 100rb jadi 50rb beli tiket nya https://t.co/KqktZKZp6T https://t.co/Dk87UViHqG",keluarga konser diskon tiket surabaya pake pro beli tiket,positive,positive
"Aku bisa nonton di IIMS Infinite Live concert dengan harga yg murah bangettt, cuma tinggal pake promo Danamon Qris D-Bank PRO ajahh 😍 https://t.co/0PKNytNvEE https://t.co/e2jDcHNTxb",nonton harga murah banget pake promo pro,positive,positive
asik mau nonton Rizki Febrian di IIMS Infinite Live ada diskon 50% tiket bundle masuk IIMS Surabaya juga! Transaksi pake Danamon QRIS D-Bank PRO dari 100rb jadi 50rb beli tiketnya on the spot di tiket box https://t.co/1o3O17oYD1 asikk banget https://t.co/79Z5mv7Jks,nonton diskon tiket surabaya transaksi pake pro beli tiket tiket banget,positive,positive
"Mau nostalgia bareng Kahitna di Konser Infinite Live IIMS Surabaya, tiketnya beli bundle promo spesial bisa diskon 50% IIMS Surabaya pake Danamon QRIS di D-Bank PRO dari 100rb jadi 50rb beli tiketnya on the spot di tiket box. Hihi cuan bgt lahh https://t.co/aBdtjV2wlD https://t.co/beX0zpwUph",bareng konser surabaya tiket beli promo diskon surabaya pake pro beli tiket tiket,positive,positive
Kadang mau ketemu artis indonesia yaituh rikzi febrian di IIMS Infinite Live ada diskon 50% tiket bundle masuk IIMS Surabaya juga! Transaksi pake Danamon QRIS D-Bank PRO dari 100rb jadi 50rb beli tiketnya on the spot di tiket box https://t.co/r7EUwRlg9S,kadang ketemu indonesia diskon tiket surabaya transaksi pake pro beli tiket tiket,positive,positive
"mau bgt nonton Rizki Febrian di IIMS Infinite Live!!! 🥳🤩 dan menariknyaaa, ada diskon 50% tiket bundle masuk IIMS kalo Transaksi pake Danamon QRIS D-Bank PRO. yuk!  https://t.co/GpseuQWE6Y",nonton tarik diskon tiket transaksi pake pro,neutral,positive
"Yok gais dteng ke IIMS Surabaya infinite live concert,ada diskon 50% tiket bundle buat masuk ke IIMS Surabaya Jngan lupa bayar nya pake QRIS D-Bank PRO dri Danamon  https://t.co/ixqTnCQZWO https://t.co/QU1aXPeofM",yok surabaya diskon tiket surabaya lupa bayar pake pro dri,positive,positive
"woow, aku langsung speechless deh! nongkrong di IIMS Surabaya sambil traktir makan pakai Danamon QRIS D-Bank PRO? Cashback 100% pula! https://t.co/4pAlxBJ2uA https://t.co/LfiVhgFPyv",nongkrong surabaya makan pro,positive,positive
Yuhu siapa mau nonton kahitna di IIMS Infinite Live? mumpung ada diskon 50% tiket bundle masuk IIMS Surabaya niy! cukup transaksi pake Danamon QRIS D-Bank PRO bisa dapet diskon dari 100rb jadi 50rb. cus bisa beli tiketnya ots di tiket box https://t.co/wv0fPh86p8 https://t.co/wvKn1RwQDv,nonton mumpung diskon tiket surabaya transaksi pake pro dapet diskon cus beli tiket tiket,positive,positive
Mau ketemu Mas Rizki Febrian dan juga Kahitna di IIMS Infinite Live ada diskon 50% tiket bundle masuk IIMS Surabaya juga! Transaksi pake Danamon QRIS D-Bank PRO dari 100rb jadi 50rb beli tiketnya on the spot di tiket box https://t.co/K7AJNHVFNI https://t.co/uc3WTWfYHD,ketemu diskon tiket surabaya transaksi pake pro beli tiket tiket,positive,positive
