Komentar,Sentiment
"Sebagai pengguna,  Pastikan nama merchant yang ada di QRIS sesuai dengan tujuan transaksi dan/atau profil usaha merchant.  Pastikan pula pada saat scan nama merchant di aplikasi sesuai dengan tujuan Transaksi dan/atau profil usaha merchant.",neutral
"kalo lu kerjannya 99% liat saldo, transfer, qris, mending mybca aja. Dah, gada ribet nunggu lampu ijo dan masalah lain. Transaksi lain2 gw mending lewat livin sih. E-commerce terutama pake livin jaya bet",neutral
"Tolong help rt ya moots. Akun saya gak masuk ht. Saya dpt tranferan via QRIS, kayaknya nyasar. Soalnya di jam segitu saya gak ada transaksi sama cust atau ress sekali pun. Nominal rahasia. Yang merasa salah transfer, mohon hubungi saya dg menyertakan screenshot. Terima kasih. https://t.co/uUrd8le5th",neutral
"tolong, kalian yang brimo user lagii limit gaa yaaa buat transaksi?? ini aku nyoba bayar qris limit muluu katanya, padahal udah 2 harian ini gaada transaksi lho, tapi aku nyoba tf ke rek mama ku bisa kok, jadii qrisnya doang yg limit apa gmn:'((, help kalau ada yg pernah",neutral
"Transaksi pakai Qris Living mandiri dari 7 May 2023 di Pizza hut disc 50% dan Kopi kenangan @Kopikenangan_ID itu discount blm masuk2,  sudah 2 kali complain ke Pizza Hut disuruh hub Mandiri, lah yg kerjasama @Pizza_HutID @pizzahut sama @livinpoin @bankmandiri kenapa saya yg FU???",neutral
Halo @alfamart transaksi gagal saya yg di qris melalu mbca belum dikirim kembali sebesar Rp.46.600. Masalahnya ini sudah dari tanggal 20 sampai sekarang belum ada pengembalian. Mohon ditindaki yah.,negative
"@stank_anthony berarti kalo rekening nya lagi limit gini, tandanya knpa kak? tapi temenku yg nasabah BCA semalam jg bilang dia mau transaksi qris juga limit kak",negative
"✨ NANTIKAN! TRANSAKSI DENGAN QRIS DAPATKAN BERBAGAI HADIAH DI PACUAN! ✨  PACUAN kembali lagi dengan IPHONE 14 PRO &amp  berbagai hadiah lainnya! 😍 Pantengin terus media sosial &amp  aplikasi SeaBank Indonesia ya! 🧡 KOMEN PACUAN"" SEBANYAK-BANYAKNYA kalo kamu mau mimin catet namanya! https://t.co/eqHTf4878b""",neutral
"@Doowijaya Hai Kak @Doowijaya, maaf udah buat Kakak menunggu, keluhan transaksi QRIS yang Kakak alami saat ini masih dalam proses pengecekan ya Kak, mohon menunggu prosesnya ya.   Pastikan akun resmi Media Sosial BNI (verified) bercentang emas untuk twitter di sebelah nama akun (bukan photo…",neutral
"Telah Terhubung, Kini Bisa Transaksi dengan QRIS di Malaysia https://t.co/QaaQJCCiZ2",neutral
"Untuk mempermudah transaksi, BTN Syariah kini menyediakan QRIS sebagai bentuk dukungan untuk para pemilik usaha ✨️  Transaksi lebih mudah, aman, dan nggak perlu nyediain uang kembalian. Tentunya semua terdata dengan rapi dalam pembukuan keuangan. https://t.co/lOj8srWoaQ",positive
"Transaksi Praktis dengan QRIS BRI, Jualan Mama Dinda Makin Laris  https://t.co/kU3WgHzkK2",positive
Qris membantu segala transaksi kecuali bayar parkir dan maxim,neutral
"Help rt, Dana gua ilang anjirr,padahal ga transaksi apa apa tiba² ada pembayaran qris, itu ke hack apa gmn ya??  #zonauang️",negative
"@urscorpiogirl0 Tiba² tuh ada transaksi qris gtu,padahal hari itu tuh samsek ga pake dana",neutral
"BAWA HP AJA, BERES!  Gak ribet, pakai QRIS MotionBanking untuk transaksi berbagai kebutuhan dan keinginanmu!  Yuk pakai QRIS MotionBanking, Mudah, Cepat, Aman!  ☎️ 1500188 | https://t.co/G7hVh9aXaR  #MNCBank #trulyyou #MotionBanking #FutureBankingHere https://t.co/wfVPGkLB23",neutral
"@cnyoo__ Diriwayat nya apa kak,aku juga ilang di transaksi qris padahal hari itu gapake dana samsek",negative
"Yuk tukarkan poin POWER-mu jadi saldo LinkAja! Bisa dipakai buat apa aja dari beli pulsa, bayar tagihan hingga transaksi di Merchant QRIS.  Cek informasi lengkap di tautan https://t.co/r3MM46pawX  Pede #Apa2Bisa  Customer Service LinkAja: Live Chat: https://t.co/di3MsWrUQZ https://t.co/R9ZYgPslHS",neutral
"BAWA HP AJA, BERES!  Gak ribet, pakai QRIS MotionBanking untuk transaksi berbagai kebutuhan dan keinginanmu!  Yuk pakai QRIS MotionBanking, Mudah, Cepat, Aman!  ☎️ 1500188 | https://t.co/zwmpkL5pNf  #MNCBank #trulyyou #MotionBanking #FutureBankingHere"" https://t.co/n6NSQwTf4j""",neutral
"BAWA HP AJA, BERES!  Gak ribet, pakai QRIS MotionBanking untuk transaksi berbagai kebutuhan dan keinginanmu!  Yuk pakai QRIS MotionBanking, Mudah, Cepat, Aman!  ☎️ 1500188 | https://t.co/gIcxBnLxtp  #MNCBank #trulyyou #MotionBanking #FutureBankingHere"" https://t.co/9HmSWBRt45""",neutral
"BAWA HP AJA, BERES!  Gak ribet, pakai QRIS MotionBanking untuk transaksi berbagai kebutuhan dan keinginanmu!  Yuk pakai QRIS MotionBanking, Mudah, Cepat, Aman!  ☎️ 1500188 | https://t.co/qXqpEVbEC5  #MNCBank #trulyyou #MotionBanking #FutureBankingHere"" https://t.co/UOleD3PFAn""",neutral
QRIS juga membawa kemudahan dan keamanan yang signifikan dalam transaksi digital #arsjadrasjid #aseanqrcode Ketua Kadin #inklusifkolaboratif https://t.co/pG5jvOwVy0,neutral
Penerapan qris membawa keuntungan besar dalam hal kecepatan pembyaran dan efesiensi dalam melakukan transaksi #arsjadrasjid #aseanqrcode Ketua Kadin #inklusifkolaboratif https://t.co/wbq9F3hAUx,neutral
QRIS juga membawa kemudahan dan keamanan yang signifikan dalam transaksi digital #arsjadrasjid #aseanqrcode Ketua Kadin #inklusifkolaboratif https://t.co/1DCwlk0blW,neutral
Penerapan qris membawa keuntungan besar dalam hal kecepatan pembyaran dan efesiensi dalam melakukan transaksi #arsjadrasjid #aseanqrcode Ketua Kadin #inklusifkolaboratif https://t.co/6dUH1nEA28,neutral
"BAWA HP AJA, BERES!  Gak ribet, pakai QRIS MotionBanking untuk transaksi berbagai kebutuhan dan keinginanmu!  Yuk pakai QRIS MotionBanking, Mudah, Cepat, Aman!  ☎️ 1500188 | https://t.co/LbjdQIos8t  #MNCBank #trulyyou #MotionBanking #FutureBankingHere https://t.co/rc5EOc1r1a""",neutral
"BAWA HP AJA, BERES!  Gak ribet, pakai QRIS MotionBanking untuk transaksi berbagai kebutuhan dan keinginanmu!  Yuk pakai QRIS MotionBanking, Mudah, Cepat, Aman!  ☎️ 1500188 | https://t.co/B4PrZ2enS7  #MNCBank #trulyyou #MotionBanking #FutureBankingHere https://t.co/axmt2oYtLZ""",neutral
"BAWA HP AJA, BERES!  Gak ribet, pakai QRIS MotionBanking untuk transaksi berbagai kebutuhan dan keinginanmu!  Yuk pakai QRIS MotionBanking, Mudah, Cepat, Aman!  ☎️ 1500188 | https://t.co/AO1vmEmvd4  #MNCBank #trulyyou #MotionBanking #FutureBankingHere https://t.co/nxaqNA2m4J",neutral
"@tanyarlfes non-aktifkan atm (transaksi pake brimo saja, bisa QRIS sama Tarik Tunai di ATM tanpa Kartu), non-aktifkan fitur sms banking, jadinya nanti cukup bayar biaya bulanan saja.",neutral
@dinosaruyus @tanyarlfes kayaknya ga ada deh. jadi tiap transaksi enakan pake qris gitu aku mah selama ini,positive
"@RulliKhoiriyah Ibu tetap dapat melakukan transaksi dengan mudah yaitu belanja offline via QRIS, belanja online via Debit Virtual dan tarik tunai tanpa kartu melalui Livin dan fitur Livin lainnya dgn cara klik https://t.co/kBTEjD7Oyr. (2)",neutral
"🔥TOP UP GENSHIN IMPACT LEGAL 100%🔥  ✅Proses via UID first hand ✅LEGAL 100% anti minus - minus club! ✅Mendapatkan invoice pada setiap transaksi ✅Pengerjaan tergantung antrian (5 - 60 menit) ✅Payment bisa melalui semua E - Wallet, TF Bank dan juga QRIS  HAPPY JAJAN! 💥 https://t.co/RIJJl2ue8r",neutral
"@RRolls6980648 Hi Kak, aku phm dgn keluhan kamu. Utk keluhan transaksi QRIS, silakan cek DM kamu ya Kak. Thanks -PF-",neutral
"@henceutbabak Hi Kak. Terima Kasih telah menghubungi Kredivo. Jika yang Kakak dimaksud transaksi menggunakan QRIS, saat ini menggunakan limit Kredivo tenor 30 hari. Untuk maksimum limit transaksi QRIS adalah Rp500.000 dan semua transaksi akan di cek oleh tim terkait. #1",neutral
"@matcimalate @Ferivyatna @discountfess Kak, cara transaksi qris ny gimanaa",neutral
"Diskon 20% utk menu makanan di Ah Yat Abalone dgn QRIS BCA, Debit &amp  Kartu Kredit BCA. Min transaksi 500K. Hingga 31 Des. https://t.co/ry7V14v5BI",neutral
"@kerahtakberdasi Selamat pagi, @kerahtakberdasi. Dengan senang hati kami bantu informasikan, transaksi Kartu Kredit BCA belum bisa menggunakan fitur pembayaran menggunakan QRIS. Tunggu inovasi BCA selanjutnya.",neutral
PROMO WELKIN‼️ Promo sampai sold🏃🏻‍♀️  ☆ 59k/ea ☆ 58k/2ea (Avail 5 slot)  – Via UID Unipin/Razer – Proses 5-10menit setelah transaksi – Pembayaran via Qris/Dana/Spay/Ovo☝🏻,neutral
"MAU TRANSAKSI KEMANAPUN SEKARANG PASTI LEBIH MUDAH!🤍  Dengan QRIS di SeaBank, kamu bisa melakukan transaksi di merchant apapun! Yuk cobain QRIS sekarang dan rajin ramein tweet mimin untuk dapetin kesempatan memba pulang hadiah mimin! REPLY YUK NABUNG"" dan TAG 1 teman kamu! https://t.co/yZgDR0lSvj""",neutral
"@ilminmittiqin Halo Bpk Ilmin, apabila yg dimaksud adalah program Cashback s.d. 50% Transaksi Suka-suka pake QRIS Payment Livin' by Mandiri"" maka untuk daftar merchant program tsb (1)""",neutral
"@ilminmittiqin Halo Bapak Ilmin, apabila yang dimaksud adalah program Cashback s.d. 50% Transaksi Suka-suka pake QRIS Payment Livin' by Mandiri"" maka untuk daftar merchant program tsb (1)""",neutral
"#SobatRupiah, dalam hasil RDG bulan lalu dikatakan bahwa transaksi ekonomi &amp  keuangan digital meningkat, lho. Tentu, ini tak lepas dari peran Sobat, yg #BeriMakna salah satunya lewat penggunaan QRIS &amp  BI-FAST.😉  Kira-kira bagaimana ya hasil laporan bulan ini? https://t.co/kbanbUZrgU",neutral
@anisaspw @fahirawin @BNI Gw transaksi lewat qris gagal tapi kepotong ga balik saldo sampai sekarang,neutral
"@Doowijaya Hai Kak @Doowijaya, maaf kendalanya. Keluhan Kakak mengenai kendala transaksi QRIS sudah diteruskan sesuai informasi yg disampaikan melalui DM ya Kak. Mohon ditunggu ya. Tks -Fitra-",neutral
@HaloBCA kalo kalo sudah transaksi qris dana kepotong tp ke merchant ga masuk gimana ya kak?,neutral
waw dapet cashback 100% dari Danamon untuk transaksi F&amp B dengan QRIS D-Bank PRO pas jalan-jalan liat mobil di IIMS Surabaya?! cuss gaes cek di sini https://t.co/FTLbxMoL9I https://t.co/9dFWYKlxya,neutral
"jalan jalan ke IIMS Surabaya dapet Cashback 100% transaksi F&amp B pake Danamon QRIS D-Bank PRO, buruan ajak pacar atau keluarga kalian di sini! https://t.co/VjiE5FQAzy https://t.co/PEeqZwb5A5",neutral
"asli sih ini makin makin promonya di IIMS nanti, ada cashback 100% untuk transaksi di F&amp B dengan QRIS D-Bank PRO https://t.co/L0trpzPi1b https://t.co/QqeWRhdZoC",positive
Jalan ke IIMS Surabaya dapet Cashback 100% transaksi F&amp B pake Danamon QRIS D-Bank PRO loooo! Yuk buruannnn ges ajak family atau si doi kesini! https://t.co/lxlM7Sp506 https://t.co/jCbkl456fe,neutral
Eh liat deh katanya kalo kita ke IIMS Surabaya dapet Cashback 100% transaksi F&amp B pake Danamon QRIS D-Bank PRO loh!! Gilak boleh nih sambil ngedate ama ayang😚 https://t.co/rKA2mvQDPE https://t.co/vvddMRFQMc,neutral
"Udah siap buat ikutan #GOPAYPAYDAY bulan ini?  Jangan lupa buat beli paket voucher QRIS UNLIMITED di aplikasi Gojek-mu, biar bisa dapet CASHBACK gak habis-habis tiap transaksi di QRIS pakai GoPay. https://t.co/0OrZgFRDcz",neutral
@SeaBankID min kok saya transaksi pake qris di chigo gadapet cashback 50% sih?,neutral
"@AllRiseBluee namun belum menerima mandiri kartu debit, Bpk/Ibu tetap dapat melakukan transaksi dengan mudah yaitu belanja offline via QRIS, belanja online via Debit Virtual dan (4)",neutral
"lumayan bangett nih bisa dapet cashback sampe 100% lohh untuk transaksi f&amp b pakai QRIS D-Bank PRO, jangan sampe ketinggalan ya soalnya cuma dari tanggal 31 mei - 4 juni ajaa https://t.co/0iuE80ujnD https://t.co/P42lmJPgwc",neutral
"@NoAbsen13 @ulasbrand Bukan ke situnya doang sih. Aplikasi bank mesti relog pas mau transaksi, kayak misal pake qris gitu. Si aplikasinya bisa scan qrisnya tau2 minta relog gara2 sebelumnya belom di swipe buat close app sepenuhnya. Kadang kurang covenient aja jadinya.",negative
"Jalan- jalan ke IIMS Surabaya dapet Cashback 100% hingga 75rb untuk transaksi F&amp B pake Danamon QRIS D-Bank PRO, lumayan banget buat jajan hehe https://t.co/WiBeFSiruT https://t.co/m36kTqVIIV",positive
"@theloeyry Allo Kak :) Mimin bantu jawab ya, Point Allo Bank bisa dipakai untuk transaksi QRIS di merchant CT Corp seperti Transmart, Wendys, dll atau pembayaran Mega Finance pada Aplikasi Allo Bank. -EK.",neutral
Jangan lupa pake qris rekening blu by bcadigital ada cashback 50% setiap transaksi diatas 10rb @A_GitaJKT48 #GiTalk,neutral
"@masadi_sp  Bpk/Ibu tetap dapat melakukan transaksi dengan mudah yaitu belanja offline via QRIS, belanja online via Debit Virtual dan tarik tunai tanpa kartu melalui Livin dan fitur Livin lainnya dgn cara klik https://t.co/OxWn6O0fzZ. (2)",neutral
"/pamer yg punya krdv coba dicekada voc diskon 20k untuk transaksi qris ga? lumayan bgt itu aku dah dapet. terus cek bagian misi, selesaiin misinya guys ! maaf gabisa ss karna not allowed :(",neutral
@discountfess Ka transaksi qris dmna?,neutral
"@Doowijaya Hai Kak @Doowijaya, maaf sudah buat Kakak nggak nyaman. Sesuai informasi mimin melalui DM, untuk pengaduan Kakak mengenai kendala transaksi QRIS, mohon menunggu sampai dengan tanggal 08 Juni 2023 ya. TKs -Cempaka-",neutral
"Sampe tanggal 31 Mei, semua transaksi pakai QRIS jadi +1k yaa!",neutral
"@SeaBankID Fitur QRIS min. Sangat mempermudah transaksi, efisiensi sistem pembayaran, transaksi cepat, dan tidak perlu lagi repot bawa uang tunai. 🙋",positive
"@SeaBankID Fitur QRIS! Karena mempermudah transaksi,  bisa langsung bayar lewat aplikasi... 🧡✨️",neutral
Kuota pembagian ya bosku jadi pastikan baca deskripsi dan sudah faham sebelum order !!   Pembayaran via QRIS jika transaksi di whatsapp 🔥 Aturan nya dana masuk langsung proses Jangan coba² beri struk palsu ya bosku !!  Mari kita saling amanah #zonauangᅠᅠᅠ #zonajajanᅠᅠ #tri,neutral
"@fidssar maaf numpang tanya, itu maksudnya minimal transaksi kah? kalo belon verif ktp bisa pake qris?",neutral
Pedagang Pasar Tamin Bandar Lampung Mulai Gunakan QRIS untuk Transaksi   https://t.co/Z6HMb5zUlj lewat @tribunlampung_,neutral
"Bayar pake QRIS BTN ,, saldo berkurang tapi transaksi Gagal🤨… dicek ulang mutasinya,, ga ada transaksi n saldo udah berkurang… @bankbtn",neutral
@FirzhaBestari @BANKBRI_ID di desa aja bisa transaksi pake qris,neutral
"Gunakan QRIS, Cara UMKM Raja Mendoan Kraksaan Permudah Transaksi Pembayaran: Kemajuan teknologi menuntut para pelaku usaha untuk beralih pada dunia digital. Kesempatan itu tak mau dilewatkan oleh UMKM Raja… #beritabaik #indonesiapositif #jurnalismepositif https://t.co/bPB01PgwFC",neutral
QRIS juga membawa kemudahan dan keamanan yang signifikan dalam transaksi digital #arsjadradjid #asean Ketua Kadin #inklusifkolaboratif https://t.co/fXR35n4ELD,neutral
"Tumbuh 200%, Nilai Transaksi QRIS CIMB Niaga Tembus Rp3 Triliun https://t.co/1cKGXO55Nf",neutral
Sambal Tempoyak Maugi Terapkan Pembayaran QRIS BRI untuk Mudahkan Transaksi   https://t.co/Vo2rrslbtv via @tribunnews,neutral
"aku sangat tidak berkenan kalo ada yg pake qris atau nomerku buat transaksi tanpa konfirmasi dulu, gamau resiko dijadiin perantara aneh aneh",negative
@imamfz__ @i_m_mortal_ Top up ewallet ada biaya adminnya jdi skip aja cuma transaksi qris aja kak😩,neutral
"idup lebih mudah dengan bawa kartu debit bca contactless &amp  ternyata di KL juga udah bisa transaksi QRIS , w kali yg baru tau wkwk👍 https://t.co/7E17Uh6ndb",neutral
"@SeaBankID Fitur Qris, yang bikin transaksi jadi lebih mudah, ga cuma itu, banyak promonya juga. 😃",positive
@SeaBankID Min untuk transaksi menggunakan QRIS boleh dimana aja kah??,neutral
"@Andinidizhwar Dengan senang hati Mimin bantu informasikan, untuk transaksi QRIS SeaBank bisa dilakukan di merchant yang menyediakan fasilitas pembayaran dengan barcode QRIS"" berlogo GPN. ^BN""",neutral
@litlepotat00 @discountfess maaf kak aku masih bingung... ini nanti transaksi nya lewat apk mcd / dateng langsung ke store terus bayar pakai scan qris gopay??,neutral
"📍Proses Via Login   📍LEGAL 100% anti minus - minus club! 📍Mendapatkan invoice google play pada setiap transaksi  📍Pengerjaan tergantung antrian (5 - 60 menit) 📍Payment bisa melalui semua E - Wallet, TF Bank dan juga QRIS",neutral
"@bankmandiri saya melakukan transaksi qris dengan seratus pembayaran tertunda. Mohon dikembalikan saldo saya kembali, karena saya jadi melakukan pembayaran 2 kali. Detail nya sudah saya DM",neutral
Hari ini aku bayar di spbu pakai qris mandiri transaksi tertunda tapi saldo terpotong sampai 2x transaksi begitu juga  Bagai mana ini @bankmandiri @mandiricare,neutral
"guys ini qris lagi error kah? td aku lg beli makanan tiba tiba bilang transaksi gagal""""",negative
"@yoouurbeestiiee Engga tuh Kak, aku td transaksi qris bisa dan lancar jaya. Mau transaksi apa dah Kak?",neutral
"@mandiricare halo, saya melakukan transaksi QRIS tapi statusnya tertunda dgn kondisi saldo udah terpotong. tolong solusinya karena tlp CS tidak ada yg angkat dan email tidak ada respon.",neutral
"Halo @mandiricare ini saya habis transaksi qris di alfamart, gagal di alfanya jadi akhirnya tunai, tpi udah kepotong di mutasi, mau refund gmn ya?",neutral
"Gimana gak galau IIMS Infinite Live, ada diskon 50% tiket bundle masuk IIMS Surabaya juga! Transaksi pake Danamon QRIS D-Bank PRO dari 100rb jadi 50rb beli tiketnya on the spot di tiket box, bisa traktir temen galau bareng https://t.co/uchmxf5GsM https://t.co/OsLRz6nHDG",positive
"Wah, gw pengen ketemu sama Kak Rizki Febrian di IIMS Infinite Live. Eh, btw lagi ada diskon 50% tiket bundle masuk IIMS Surabaya juga loh. Transaksi pake Danamon QRIS D-Bank PRO dari 100rb jadi 50rb beli tiketnya on the spot di tiket box. Keren banget nih https://t.co/5f5mLbXbwV https://t.co/6jD9S6YCtc",positive
Tumbuhnya transaksi QRIS CIMB Niaga karena nasabah lebih suka bayar nontunai.  https://t.co/BtYFMs8fpy,neutral
"Yakin nih ga galau IIMS Infinite Live, ada diskon 50% tiket bundle masuk IIMS Surabaya juga! Transaksi pake Danamon QRIS D-Bank PRO dari 100rb jadi 50rb beli tiketnya on the spot di tiket box, bisa traktir temen galau bareng https://t.co/LrgzChgzdS https://t.co/9D8wL7bcgD",positive
"kapan lagi Danamon dapet cashback 100% tiap transaksi F&amp B pake Qris D-Bank PRO,  info lebih lanjutnya disini ya https://t.co/FdHMZyvqV2 https://t.co/Mjarn8zWQT",neutral
"Halo halo perhatian semuanyaa, ada diskon 50% tiket bundle masuk IIMS Surabaya juga! Transaksi pake Danamon QRIS D-Bank PRO dari 100rb jadi 50rb beli tiketnya on the spot di tiket box, bisa traktir temen galau bareng https://t.co/latS6E5YOV https://t.co/dFMreOad2P",positive
Daripada galau pas weekend mending ke IIMS Infinite Live ada diskon 50% tiket bundle masuk IIMS Surabaya juga! Transaksi pake Danamon QRIS D-Bank PRO dari 100rb jadi 50rb beli tiketnya on the spot di tiket box https://t.co/0PDHHePUC5 https://t.co/y2zrOPwD2A,neutral
